acabe,0,7,2 
acabemos,0,0,4 
acabes,0,2,0 
acabo,10,18,8 
academia,0,1,0 
academico,0,1,0 
academicos,0,1,0 
acaecidos,0,0,1 
acalorada,0,0,1 
acalorado,0,0,1 
acapulco,0,0,6 
acaricia,0,0,1 
acariciaba,1,1,1 
acariciando,4,1,1 
acariciandole,1,0,0 
acariciandolo,1,0,0 
acariciar,0,0,4 
acariciarlo,1,0,0 
acariciarme,0,1,0 
acariciate,0,2,0 
acaricio,1,0,0 
acarreo,0,1,0 
acartonado,0,0,1 
acaso,4,7,12 
acaudillaba,0,0,1 
accede,0,0,1 
acceder,0,0,2 
accediendo,0,0,1 
acceso,0,0,1 
accesos,0,2,0 
accidentada,0,0,1 
accion,2,7,0 
acciones,1,2,1 
acecho,3,2,1 
aceite,0,1,0 
aceitunas,0,1,0 
aceleraba,1,0,0 
aceleradas,0,0,1 
acelerado,0,0,1 
acelerando,1,0,0 
acelerar,0,0,2 
acento,1,1,19 
acentuacion,0,0,1 
acentuando,1,0,0 
aceptan,0,1,0 
aceptar,1,2,0 
aceptara,0,0,1 
aceptare,0,1,0 
aceptarlo,0,1,0 
aceptaron,0,1,0 
acepte,0,1,0 
acepto,0,3,0 
acequia,6,0,0 
acequias,1,0,0 
acera,2,0,0 
aceras,2,0,0 
acerca,0,5,6 
acercaba,2,1,2 
acercabamos,0,1,0 
acercaban,0,0,2 
acercado,0,1,0 
acercandome,0,1,0 
acercandose,0,1,1 
acercara,0,1,0 
acercarme,0,2,0 
acercaron,0,3,0 
acercaronse,1,1,0 
acercarse,0,4,3 
acercarsele,0,0,1 
acercarsenos,0,1,0 
acercase,0,1,0 
acercate,0,1,0 
acerco,1,23,3 
acercose,0,0,1 
acero,2,1,0 
acerque,0,1,0 
acerques,0,0,2 
acerquese,0,0,1 
acertaba,0,1,0 
acertadamente,0,0,1 
acertando,0,1,0 
acerte,0,1,0 
achacaba,1,0,0 
achacosa,0,0,1 
achaques,0,0,2 
achatadas,1,0,0 
achatado,1,0,0 
achicadores,1,0,0 
achicharrado,0,0,1 
aciago,0,0,1 
acicalarse,0,0,1 
acierta,0,0,1 
acierto,0,0,1 
aclamaban,0,0,1 
acoge,0,0,1 
acogerte,0,1,0 
acogia,0,0,1 
acogiale,1,0,0 
acogian,0,0,1 
acogida,0,7,0 
acogido,0,1,0 
acogio,1,0,4 
acolito,1,0,0 
acomete,0,0,1 
acometedores,0,0,1 
acometia,1,0,0 
acometido,0,0,3 
acometiendo,0,1,0 
acometiera,0,0,1 
acometieron,0,0,1 
acometio,0,1,0 
acomodadas,0,0,1 
acomodarse,0,1,0 
acompasada,0,0,1 
acompasadamente,0,1,1 
acompasado,1,0,0 
acompasados,0,0,1 
acompaña,0,1,1 
acompañaba,4,1,0 
acompañaban,0,1,1 
acompañad,0,0,1 
acompañado,1,1,2 
acompañados,0,0,1 
acompañala,0,1,0 
acompañamiento,3,0,4 
acompañan,0,0,1 
acompañante,0,0,2 
acompañar,1,0,1 
acompañara,0,1,0 
acompañaria,1,0,0 
acompañarme,0,1,0 
acompañarnos,0,1,0 
acompañaron,1,1,1 
acompañase,0,2,1 
acompañases,0,1,0 
acompañe,0,1,0 
acompaño,0,1,0 
aconseja,0,0,1 
aconsejaba,1,0,0 
aconsejaban,1,0,0 
aconsejado,0,2,0 
aconsejan,0,0,1 
aconsejar,0,1,0 
aconsejarla,0,0,1 
aconseje,0,0,1 
aconsejo,0,2,0 
acontecimientos,0,1,2 
acontecio,0,1,0 
acopio,0,1,0 
acordaba,1,0,0 
acordado,1,0,0 
acordaras,0,0,1 
acordarse,0,0,1 
acorde,0,2,0 
acosado,1,0,0 
acosaran,0,1,0 
acostada,1,2,0 
acostado,0,1,1 
acostamos,0,1,0 
acostandose,1,0,0 
acostara,0,1,0 
acostarme,0,2,0 
acostarse,1,1,1 
acoste,0,1,0 
acosto,1,4,0 
acostumbraba,0,1,0 
acostumbrada,1,1,1 
acostumbrado,3,0,2 
acostumbrados,1,1,0 
acostumbrarse,1,0,0 
acrecentada,1,0,0 
acrecentado,0,1,0 
acribillado,2,0,0 
acribillando,0,0,1 
actas,1,0,0 
actitud,1,0,17 
actitudes,0,0,1 
actividad,1,0,2 
activo,0,0,1 
acto,0,3,2 
actor,1,0,1 
actores,0,0,1 
actos,0,0,13 
actual,0,1,1 
actuales,0,0,1 
actualidad,0,0,1 
actualmente,0,0,2 
acuchillados,0,0,2 
acuchillo,0,0,1 
acude,0,0,1 
acudia,1,0,0 
acudian,3,0,2 
acudiendo,1,0,0 
acudieron,2,2,1 
acudio,1,4,2 
acudir,1,0,2 
acudire,0,1,0 
acudiria,0,0,1 
acuerda,1,0,2 
acuerdate,0,0,1 
acuerde,0,1,1 
acuerdo,0,1,2 
acuesta,0,1,0 
acumulaban,0,1,0 
acumulado,0,1,0 
acumulados,0,1,0 
acurruco,0,1,0 
acusaban,0,0,1 
acusador,0,0,1 
acusandole,0,0,1 
acusandose,1,0,0 
acusarle,1,0,0 
acuso,0,0,2 
acustica,0,0,1 
ad,0,0,1 
adam,0,1,0 
adan,0,5,0 
adaptaba,0,0,1 
adaptacion,0,4,0 
adaptaciones,0,1,0 
adaptador,0,1,0 
adelantaba,1,0,1 
adelantada,0,0,1 
adelantado,0,0,2 
adelantasen,2,0,0 
adelante,6,0,17 
adelanto,0,3,1 
ademan,0,2,3 
ademanes,1,1,3 
ademas,5,23,29 
aden,0,1,0 
adentro,5,1,0 
adepta,0,0,1 
adherente,1,0,0 
adherida,0,1,0 
adheridas,0,0,1 
adherirse,0,1,0 
adhesion,0,0,2 
adhiriendose,0,1,0 
adicto,0,0,2 
adiestrado,0,1,0 
adios,2,1,5 
adivina,1,3,0 
adivinaba,1,0,1 
adivinabase,0,0,1 
adivinacion,0,1,0 
adivinado,2,0,2 
adivinando,1,0,1 
adivinar,0,2,7 
adivinara,2,0,2 
adivinas,0,0,1 
adivino,1,0,2 
administra,0,1,0 
administracion,0,0,1 
administrador,0,0,9 
administrando,0,1,0 
admiraba,1,0,1 
admirable,0,4,1 
admirablemente,0,1,1 
admiracion,3,5,9 
admirada,0,0,1 
admiradas,0,1,0 
admirado,1,2,3 
admirador,2,0,0 
admiradores,0,0,1 
admirados,0,1,0 
admirando,0,2,1 
admirandole,1,0,0 
admirar,0,1,0 
admiro,0,0,1 
admite,0,1,1 
admiten,1,0,0 
adolescencia,0,3,0 
adolescente,0,1,0 
adonde,1,4,2 
adoptando,0,0,2 
adoptar,0,0,4 
adoptare,0,1,0 
adoptaron,0,0,1 
adoraba,2,0,1 
adorable,2,1,2 
adorables,3,2,0 
adoracion,1,2,2 
adorad,0,1,0 
adorada,0,0,4 
adorado,0,1,1 
adorador,0,0,4 
adoradores,0,1,2 
adore,0,0,1 
adores,1,0,0 
adormecido,1,0,0 
adormecidos,1,0,0 
adornaban,0,0,1 
adornada,0,1,1 
adornadas,0,2,0 
adornado,0,2,1 
adornandolas,0,1,0 
adornar,0,1,0 
adorne,0,1,0 
adorno,0,0,1 
adornos,1,0,2 
adoro,0,0,1 
adquiero,0,0,1 
adquirida,0,0,1 
adquirido,0,1,1 
adquiridos,0,1,0 
adquiriendo,0,1,0 
adquirieran,0,0,1 
adquirio,0,1,0 
adquirir,2,1,2 
adquirirlas,0,0,1 
aduana,0,0,1 
aduanas,1,0,1 
aduares,0,1,0 
adulacion,1,0,2 
adulador,0,0,1 
adular,0,0,1 
adultera,0,1,0 
adulteras,0,1,2 
adulterino,0,1,0 
adulterio,0,1,0 
adusto,0,0,1 
advertencia,1,0,0 
adverti,0,5,0 
advertir,0,3,1 
advierto,0,0,3 
advirtio,0,2,0 
aereos,0,1,0 
afabilidad,1,0,0 
afable,0,0,1 
afan,4,0,1 
afana,0,0,1 
afeaba,0,0,1 
afeado,1,0,1 
afean,0,0,1 
afear,0,0,1 
afeccion,0,0,1 
afecta,0,0,1 
afectada,0,0,3 
afecto,3,1,6 
afectos,0,0,1 
afectuoso,0,1,1 
afeitada,1,1,0 
afeitadas,0,3,0 
afeitado,0,3,0 
afeitara,0,1,1 
afeitarme,0,1,0 
afeite,0,2,0 
afeminada,1,0,0 
aficion,1,1,5 
aficionada,0,0,2 
aficionadisimo,0,1,0 
aficionado,0,2,0 
aficiones,0,0,8 
afiladas,0,0,1 
afiladisimo,0,1,0 
afilado,0,1,0 
afinado,0,2,0 
afirma,0,1,1 
afirmaban,2,0,1 
afirmando,1,1,0 
afirmar,1,0,1 
afirmas,0,2,0 
afirmativamente,1,0,0 
afirmativo,0,0,1 
afirmativos,0,0,1 
afirmo,0,2,2 
afliccion,0,9,0 
aflicciones,0,3,0 
aflige,0,1,0 
afligi,0,1,0 
afligia,0,1,0 
afligian,0,1,0 
afligida,0,2,0 
afligidas,0,0,1 
afligidisimo,0,2,0 
afligido,0,3,0 
afligiendose,0,1,0 
afligimos,0,1,0 
afligio,0,2,0 
afligirme,0,1,0 
afligirse,0,1,0 
afluian,1,1,0 
afortunadamente,0,1,6 
afortunado,0,20,1 
afrancesadas,0,0,1 
afrancesados,0,0,1 
africa,4,0,1 
africano,2,0,0 
afrodisiaca,0,1,0 
afrontado,1,0,0 
afrontar,1,0,0 
afsanah,0,1,0 
afuera,2,1,0 
afueras,8,0,0 
agachandose,1,0,0 
agallas,2,0,0 
agarraba,2,0,0 
agarrada,2,0,0 
agarradas,1,0,0 
agarrado,4,0,0 
agarrados,1,0,1 
agarrandole,0,0,1 
agarrandome,0,1,0 
agarrarme,0,1,0 
agarraron,0,1,1 
agarrarse,1,0,0 
agarro,5,0,3 
agarrose,1,0,0 
agente,0,0,10 
agentes,0,0,7 
agil,1,0,0 
agita,1,0,1 
agitaba,1,0,2 
agitaban,1,0,4 
agitabanse,1,0,0 
agitabase,1,0,0 
agitacion,0,0,3 
agitaciones,0,0,3 
agitada,1,0,0 
agitadamente,0,0,1 
agitadas,0,0,1 
agitado,0,0,2 
agitador,0,0,1 
agitados,0,0,1 
agitando,3,0,2 
agitandose,1,0,2 
agitaron,1,0,0 
agitarse,0,4,0 
agites,0,0,1 
agito,1,1,3 
aglomeracion,0,0,1 
agobiado,1,0,0 
agobiados,0,0,1 
agolpaban,1,0,0 
agolpada,0,0,1 
agolpandose,0,0,1 
agonia,1,0,1 
agonice,0,0,1 
agosto,2,0,2 
agota,0,0,1 
agotadas,1,0,0 
agotado,0,2,0 
agotan,0,1,0 
agotaron,0,0,1 
agoto,0,1,0 
agraciado,0,0,1 
agrada,0,0,1 
agradable,0,7,3 
agradables,0,2,2 
agradar,0,0,1 
agradecer,0,2,5 
agradecerle,0,1,0 
agradecia,1,0,0 
agradecida,0,0,3 
agradecido,1,0,0 
agradecidos,1,0,0 
agradecimiento,1,0,3 
agradecimientos,0,0,1 
agradezco,0,0,1 
agrado,0,2,2 
agredirse,1,0,0 
agrega,0,1,0 
agregado,0,0,2 
agresiva,2,0,0 
agresor,1,0,0 
agresores,0,0,1 
agricultura,0,1,0 
agrietaban,1,0,0 
agrupasen,0,0,1 
agua,37,65,0 
aguantando,1,0,0 
aguante,2,0,0 
aguarda,0,1,1 
aguardaba,1,0,2 
aguardabales,0,0,1 
aguardaban,1,0,1 
aguardad,0,1,0 
aguardan,0,0,1 
aguardando,2,5,0 
aguardandote,0,1,0 
aguardar,1,1,0 
aguardara,0,0,1 
aguardaras,0,1,0 
aguardare,0,1,0 
aguarde,0,1,0 
aguardentosa,0,0,1 
aguardo,0,2,1 
aguas,14,4,1 
agudas,0,0,1 
agudo,2,1,0 
agudos,2,1,1 
aguerridos,0,0,1 
aguijon,0,0,1 
aguila,0,2,0 
aguja,0,5,0 
agujereada,1,0,0 
aguzando,0,0,1 
agüelo,3,0,0 
agüero,0,5,1 
ah,11,12,4 
ahi,6,11,2 
ahjam,0,1,0 
ahjami,0,1,0 
ahlan,0,3,0 
ahogabamos,1,0,0 
ahogada,1,0,0 
ahogadas,0,0,1 
ahogado,1,1,0 
ahogados,1,0,0 
ahogan,0,1,0 
ahogandose,0,1,1 
ahogar,1,0,1 
ahogaran,1,0,0 
ahogo,0,2,0 
ahora,33,56,54 
ahorcar,0,1,1 
ahorco,0,0,1 
ahorque,0,0,2 
ahorrillos,1,0,0 
ahorro,0,0,1 
ahorros,2,0,0 
ahumada,1,0,0 
airadamente,0,1,0 
airado,0,0,1 
aire,4,3,35 
airecillo,0,0,1 
aires,1,6,1 
airosa,0,0,1 
airoso,1,0,1 
aislado,0,0,1 
aislamiento,2,0,0 
aislarme,0,2,0 
aislarse,1,0,1 
ajedrez,0,1,0 
ajena,1,0,0 
ajenas,0,0,1 
ajeno,1,0,0 
ajenos,1,1,1 
ajorcas,0,1,0 
ajuar,0,1,0 
ajustados,0,0,1 
ajustandose,0,1,0 
ajustar,1,0,1 
ajustarse,1,0,0 
ajusticiado,0,0,1 
ajusto,0,1,0 
akbar,0,2,0 
aknamus,0,2,0 
al,283,649,509 
ala,0,1,0 
alabada,0,0,1 
alabado,0,3,1 
alabando,0,1,0 
alabanza,0,2,0 
alabanzas,0,2,0 
alabarte,0,1,0 
aladino,0,1,0 
alagon,0,0,14 
alah,0,217,0 
alahu,0,2,0 
alajam,0,1,0 
alamares,0,0,1 
alambicadas,0,0,1 
alambrera,0,0,1 
alameda,0,0,1 
alarcon,0,1,0 
alardeando,0,0,1 
alargaba,0,1,1 
alargando,0,1,0 
alargue,0,1,0 
alarido,1,0,0 
alaridos,1,0,0 
alarma,0,0,3 
alarmaba,0,0,1 
alarmado,1,0,0 
alarmando,0,0,1 
alarmante,0,0,2 
alarmantes,1,0,0 
alarme,0,1,0 
alarmo,0,0,1 
alas,2,7,1 
alba,1,0,0 
albacete,4,0,0 
albahaca,0,4,0 
albarmaki,0,4,0 
albassri,0,1,0 
albañiles,2,0,0 
alberga,0,1,1 
albergaban,1,0,0 
alborotaba,1,0,0 
alborotaban,1,0,0 
alborotado,1,0,1 
alborozadas,0,0,1 
alborozados,1,0,0 
alcahuete,0,0,1 
alcala,0,0,1 
alcalde,7,0,1 
alcaldes,4,0,1 
alcance,1,2,1 
alcances,1,0,0 
alcanfor,1,0,0 
alcanza,0,0,2 
alcanzaba,1,0,0 
alcanzaban,2,0,0 
alcanzan,0,1,0 
alcanzar,0,3,3 
alcanzara,1,1,0 
alcanzarla,0,3,0 
alcanzarlo,0,1,0 
alcanzaron,1,0,0 
alcanzo,0,1,0 
alcarraza,0,1,0 
alcazar,1,0,2 
alce,0,1,1 
alcoba,1,0,8 
alcohol,0,0,1 
aldin,0,1,0 
aldjalis,0,1,0 
alegaba,0,0,1 
alegraba,2,0,0 
alegrado,0,1,0 
alegrara,0,1,0 
alegraria,1,0,0 
alegraron,0,2,0 
alegrasen,1,0,0 
alegrate,1,0,0 
alegre,6,9,5 
alegremente,1,0,1 
alegres,5,1,3 
alegria,1,22,15 
alegrias,1,0,1 
alegro,1,10,1 
alejaba,1,1,0 
alejaban,2,0,1 
alejado,0,2,1 
alejale,0,1,0 
alejando,0,0,1 
alejandome,0,1,0 
alejandria,0,1,0 
alejandro,0,0,2 
alejar,0,0,1 
alejara,0,0,1 
alejarme,1,0,0 
alejaron,0,1,0 
alejarse,0,0,1 
alejarte,0,1,0 
aleje,0,2,1 
alejemonos,1,0,1 
alejo,3,2,0 
aleph,0,1,0 
alepo,0,1,0 
aleros,2,0,1 
alerta,0,0,1 
aletas,1,0,0 
aleteadores,0,0,1 
aleteo,2,0,0 
alf,0,3,0 
alfanje,0,11,0 
alfanjes,0,2,0 
alfilerazos,1,0,0 
alfombra,0,2,2 
alfombras,1,4,1 
alfonso,0,0,1 
alfredo,0,1,0 
algaradas,0,0,2 
algarrobas,1,0,0 
algarrobos,2,0,0 
algas,2,0,0 
algido,0,0,1 
algo,24,19,63 
algodon,1,0,0 
alguacil,3,0,0 
alguaciles,0,0,1 
alguien,9,9,5 
algun,11,12,35 
alguna,10,12,18 
algunas,7,8,23 
alguno,3,3,10 
algunos,19,11,34 
alheña,0,1,0 
ali,0,5,0 
aliada,0,0,1 
aliados,0,1,0 
alianza,0,0,2 
alicante,2,0,0 
aliento,1,1,0 
alijo,0,0,1 
alimaña,1,0,0 
alimentado,0,1,0 
alimentar,0,2,0 
alimentos,0,1,0 
alisate,0,1,0 
aliteraciones,0,2,0 
alivia,0,1,0 
aliviaron,0,1,0 
alla,22,4,8 
alli,32,46,17 
alma,8,38,18 
almacen,0,0,1 
almanaque,1,0,0 
almansa,0,0,2 
almansur,0,1,0 
almas,2,2,0 
almassoudi,0,1,0 
almea,0,2,0 
almendra,0,1,0 
almendras,0,4,0 
almibarado,0,0,1 
almirante,2,0,0 
almizclada,0,1,0 
almizcle,0,4,0 
almohadones,2,0,0 
almuerzo,0,0,1 
alnadim,0,1,0 
alnahar,0,1,0 
alneman,0,2,0 
aloe,0,3,0 
alojar,1,0,0 
alojarme,1,0,0 
alquilado,1,1,0 
alquiler,1,0,2 
alquilo,0,1,0 
alquitran,1,0,0 
alrachid,0,10,0 
alrededor,0,3,4 
alrededores,0,1,1 
alta,3,5,3 
altamira,0,2,0 
altanera,0,0,1 
altar,1,0,5 
altares,1,0,0 
altas,0,1,2 
alter,0,0,1 
alteran,0,0,1 
altisimo,0,22,2 
altiva,0,0,1 
altivez,1,0,1 
altivo,1,0,0 
alto,11,6,9 
altos,0,2,4 
altura,2,2,3 
alturas,2,0,2 
alucinaciones,1,0,0 
aludia,0,0,1 
aludo,0,1,0 
alumbraba,0,0,1 
alumbrada,0,1,0 
alumbrado,0,2,0 
alumbrar,0,1,1 
alumbraron,1,0,0 
alvarez,0,0,15 
alveolos,1,0,0 
alzabase,0,0,1 
alzaman,0,2,0 
alzan,1,0,0 
alzando,0,1,0 
alzandose,0,0,1 
alzar,1,0,0 
alzo,0,0,1 
ama,3,5,15 
amaba,4,3,6 
amabilidad,0,0,3 
amable,1,0,5 
amables,0,1,2 
amada,0,3,10 
amadas,0,2,0 
amadeo,0,0,1 
amado,1,6,6 
amaestrado,0,0,1 
amainaba,1,0,0 
amais,0,1,0 
amalgamarse,1,0,0 
amame,0,0,1 
amamos,0,0,1 
amanecer,2,7,4 
amanecido,1,0,0 
amanecio,1,3,0 
amanerado,0,1,1 
amante,2,4,19 
amantes,0,1,4 
amantisima,1,0,0 
amanuense,0,0,6 
amar,1,2,2 
amarga,0,0,1 
amargado,0,0,1 
amargamente,0,2,0 
amargas,0,1,0 
amargo,0,1,0 
amargos,0,1,0 
amargura,1,3,2 
amarilla,1,0,0 
amarillas,2,0,0 
amarillea,0,1,0 
amarillenta,2,0,0 
amarillentas,0,0,1 
amarillento,1,0,1 
amarillentos,0,0,1 
amarillo,2,3,0 
amarillos,0,2,0 
amarla,0,1,0 
amarradlos,0,1,0 
amarse,1,0,0 
amarus,0,1,0 
amas,0,0,4 
amasado,1,0,0 
ambar,0,6,0 
ambas,0,5,3 
ambicion,0,0,5 
ambicionando,1,0,0 
ambicioso,0,0,2 
ambiciosos,0,0,1 
ambiente,5,0,3 
ambigüedades,0,0,1 
ambos,1,17,3 
ame,0,0,1 
amena,0,0,1 
amenaza,3,2,2 
amenazaba,3,0,1 
amenazabamos,0,0,1 
amenazaban,0,0,1 
amenazada,0,0,1 
amenazador,1,0,0 
amenazadoras,0,0,1 
amenazandole,0,0,1 
amenazante,1,0,1 
amenazara,0,0,1 
amenazaron,0,1,0 
amenazas,5,0,4 
amenguarnos,0,1,0 
amenidad,0,1,0 
amenizado,1,0,0 
amer,0,1,0 
america,1,4,2 
americana,2,1,1 
americano,1,0,1 
americanos,0,0,1 
americas,0,1,0 
amiga,0,2,1 
amigable,0,0,1 
amigablemente,1,0,0 
amigas,1,0,1 
amigo,10,16,11 
amigos,15,11,13 
amigote,1,0,0 
amigotes,1,0,1 
amina,0,12,0 
amistad,0,3,2 
amistades,2,1,1 
amistosa,1,3,0 
amistosamente,0,1,0 
amnistias,0,0,2 
amo,6,22,20 
amolda,0,0,1 
amoldaba,0,0,1 
amoldarse,0,0,1 
amonestado,0,0,1 
amontonaban,0,0,1 
amontonabanse,1,0,0 
amontonada,0,1,0 
amontonamiento,1,0,0 
amontonamientos,0,1,0 
amontonaron,0,1,0 
amor,7,32,50 
amoratada,0,0,1 
amordazar,0,0,1 
amores,2,5,9 
amorios,1,0,0 
amorosa,0,0,7 
amorosas,0,0,1 
amoroso,0,1,2 
amorosos,0,2,3 
amortigua,0,0,1 
amortiguaban,0,0,1 
amortiguada,0,0,1 
amortiguadas,0,0,2 
amortiguado,0,0,1 
amortiguados,0,0,2 
amos,2,0,2 
amoscado,0,0,1 
amparada,0,0,1 
amparado,0,0,1 
amparandose,0,0,1 
ampararon,1,0,0 
amparo,0,0,1 
amplia,0,3,0 
amplias,0,1,1 
amplio,0,0,1 
amplios,1,0,0 
amputaciones,0,2,0 
amputados,0,1,0 
anacronismo,0,0,1 
anales,0,2,0 
analizar,0,0,1 
analogia,0,0,1 
anastina,0,2,0 
ancestrales,0,1,0 
ancha,2,2,2 
anchas,1,0,1 
ancho,1,2,1 
anchura,0,1,1 
anciana,0,3,0 
anciano,1,16,1 
anclas,2,0,1 
anclo,0,1,0 
anda,1,4,0 
andaba,1,1,3 
andaban,1,0,1 
andado,0,0,1 
andaluces,1,0,0 
andalucia,0,0,1 
andamio,2,0,0 
andando,1,7,0 
andante,1,0,0 
andantes,0,0,1 
andar,3,8,3 
andaria,0,0,1 
andas,1,0,0 
ande,0,0,1 
anden,2,0,0 
ando,0,0,1 
andrajo,0,0,1 
andres,0,0,8 
anduve,0,3,0 
anduvieron,0,1,1 
anduvimos,0,1,0 
anduvo,0,2,0 
anecdotas,0,1,0 
anemia,0,0,2 
anemonas,0,3,0 
angel,1,0,4 
angeles,1,0,0 
angelica,0,0,1 
angelical,0,0,2 
angosta,1,0,2 
angosto,1,0,0 
angulema,0,0,4 
angulo,0,5,0 
angulos,1,0,0 
angulosa,1,0,0 
angulosos,0,0,1 
angustia,2,0,2 
angustiaba,1,0,0 
angustiada,0,0,1 
angustiado,0,0,1 
angustias,1,0,0 
angustiosa,0,1,0 
anhelaba,0,1,0 
anhelar,0,1,0 
anhelo,1,1,2 
anhelos,0,1,0 
anibal,0,0,1 
anillos,0,2,0 
anima,0,0,1 
animaba,1,0,2 
animada,0,0,1 
animadas,0,1,0 
animado,3,0,0 
animados,0,0,1 
animal,7,2,5 
animales,4,2,1 
animandose,2,0,0 
animar,1,0,1 
animas,1,0,0 
animo,0,1,14 
animos,0,2,0 
animoso,0,2,0 
animosos,1,0,0 
aniquilado,0,2,0 
aniquilamiento,0,2,0 
aniquilarte,0,0,1 
anis,0,1,0 
anita,1,0,0 
aniversario,0,1,0 
aniñados,0,0,1 
annunzio,0,1,0 
ano,0,1,0 
anoche,0,0,1 
anochecer,5,8,5 
anochecio,0,2,0 
anonadada,1,0,1 
anonadado,1,0,5 
anonadados,1,0,1 
anonado,1,0,0 
anonimo,1,1,0 
anonimos,0,0,1 
anormal,0,0,2 
anotaba,0,0,1 
anotado,0,0,1 
anotando,0,1,0 
ansia,2,0,4 
ansiaba,3,0,3 
ansiada,0,0,2 
ansiado,0,0,1 
ansiando,1,0,0 
ansiedad,2,0,2 
ansiosa,2,0,0 
